question_text,question_group,group_size,survey_organisation,country,source_file,total_questions,unique_organizations,unique_countries
Products and services using artificial intelligence make me nervous,General_Affective_Response_to_AI,161,Ipsos & World Economic Forum,Malaysia,ipsos_may_2023_global.pdf,161,3,37
Products and services using artificial intelligence make me nervous,General_Affective_Response_to_AI,161,Ipsos & World Economic Forum,Chile,ipsos_may_2023_global.pdf,161,3,37
Products and services using artificial intelligence make me nervous,General_Affective_Response_to_AI,161,Ipsos & World Economic Forum,Turkey,ipsos_may_2023_global.pdf,161,3,37
Products and services using artificial intelligence make me nervous,General_Affective_Response_to_AI,161,Ipsos & World Economic Forum,Singapore,ipsos_may_2023_global.pdf,161,3,37
Products and services using artificial intelligence make me nervous,General_Affective_Response_to_AI,161,Ipsos & World Economic Forum,Sweden,ipsos_may_2023_global.pdf,161,3,37
Products and services using artificial intelligence make me nervous,General_Affective_Response_to_AI,161,Ipsos & World Economic Forum,South Africa,ipsos_may_2023_global.pdf,161,3,37
Products and services using artificial intelligence make me nervous,General_Affective_Response_to_AI,161,Ipsos & World Economic Forum,France,ipsos_may_2023_global.pdf,161,3,37
Products and services using artificial intelligence make me nervous,General_Affective_Response_to_AI,161,Ipsos & World Economic Forum,Brazil,ipsos_may_2023_global.pdf,161,3,37
Products and services using artificial intelligence make me nervous,General_Affective_Response_to_AI,161,Ipsos & World Economic Forum,Spain,ipsos_may_2023_global.pdf,161,3,37
Products and services using artificial intelligence make me nervous,General_Affective_Response_to_AI,161,Ipsos & World Economic Forum,Netherlands,ipsos_may_2023_global.pdf,161,3,37
Products and services using artificial intelligence make me nervous,General_Affective_Response_to_AI,161,Ipsos & World Economic Forum,Belgium,ipsos_may_2023_global.pdf,161,3,37
Products and services using artificial intelligence make me nervous,General_Affective_Response_to_AI,161,Ipsos & World Economic Forum,Romania,ipsos_may_2023_global.pdf,161,3,37
Products and services using artificial intelligence make me nervous,General_Affective_Response_to_AI,161,Ipsos & World Economic Forum,Italy,ipsos_may_2023_global.pdf,161,3,37
Products and services using artificial intelligence make me nervous,General_Affective_Response_to_AI,161,Ipsos & World Economic Forum,Indonesia,ipsos_may_2023_global.pdf,161,3,37
Products and services using artificial intelligence make me nervous,General_Affective_Response_to_AI,161,Ipsos & World Economic Forum,Mexico,ipsos_may_2023_global.pdf,161,3,37
Products and services using artificial intelligence make me nervous,General_Affective_Response_to_AI,161,Ipsos & World Economic Forum,Peru,ipsos_may_2023_global.pdf,161,3,37
Products and services using artificial intelligence make me nervous,General_Affective_Response_to_AI,161,Ipsos & World Economic Forum,Argentina,ipsos_may_2023_global.pdf,161,3,37
Products and services using artificial intelligence make me nervous,General_Affective_Response_to_AI,161,Ipsos & World Economic Forum,Germany,ipsos_may_2023_global.pdf,161,3,37
Products and services using artificial intelligence make me nervous,General_Affective_Response_to_AI,161,Ipsos & World Economic Forum,Hungary,ipsos_may_2023_global.pdf,161,3,37
Products and services using artificial intelligence make me nervous,General_Affective_Response_to_AI,161,Ipsos & World Economic Forum,Colombia,ipsos_may_2023_global.pdf,161,3,37
Products and services using artificial intelligence make me nervous,General_Affective_Response_to_AI,161,Ipsos & World Economic Forum,South Korea,ipsos_may_2023_global.pdf,161,3,37
Products and services using artificial intelligence make me nervous,General_Affective_Response_to_AI,161,Ipsos & World Economic Forum,Poland,ipsos_may_2023_global.pdf,161,3,37
Products and services using artificial intelligence make me nervous,General_Affective_Response_to_AI,161,Ipsos & World Economic Forum,Japan,ipsos_may_2023_global.pdf,161,3,37
On the whole when thinking about artificial intelligence would you say you are more [excited about growth in artificial intelligence or more concerned]?,General_Affective_Response_to_AI,161,YouGov – “AI and the End of Humanity”,United States,yougov_jul_2023.pdf,161,3,37
Products and services using artificial intelligence make me nervous,General_Affective_Response_to_AI,161,Ipsos & World Economic Forum,Global Country Average,ipsos_nov_2021.pdf,161,3,37
Products and services using artificial intelligence make me nervous,General_Affective_Response_to_AI,161,Ipsos & World Economic Forum,Argentina,ipsos_nov_2021.pdf,161,3,37
Products and services using artificial intelligence make me nervous,General_Affective_Response_to_AI,161,Ipsos & World Economic Forum,Australia,ipsos_nov_2021.pdf,161,3,37
Products and services using artificial intelligence make me nervous,General_Affective_Response_to_AI,161,Ipsos & World Economic Forum,Belgium,ipsos_nov_2021.pdf,161,3,37
Products and services using artificial intelligence make me nervous,General_Affective_Response_to_AI,161,Ipsos & World Economic Forum,Brazil,ipsos_nov_2021.pdf,161,3,37
Products and services using artificial intelligence make me nervous,General_Affective_Response_to_AI,161,Ipsos & World Economic Forum,Canada,ipsos_nov_2021.pdf,161,3,37
Products and services using artificial intelligence make me nervous,General_Affective_Response_to_AI,161,Ipsos & World Economic Forum,Chile,ipsos_nov_2021.pdf,161,3,37
Products and services using artificial intelligence make me nervous,General_Affective_Response_to_AI,161,Ipsos & World Economic Forum,China,ipsos_nov_2021.pdf,161,3,37
Products and services using artificial intelligence make me nervous,General_Affective_Response_to_AI,161,Ipsos & World Economic Forum,Colombia,ipsos_nov_2021.pdf,161,3,37
Products and services using artificial intelligence make me nervous,General_Affective_Response_to_AI,161,Ipsos & World Economic Forum,Germany,ipsos_nov_2021.pdf,161,3,37
Products and services using artificial intelligence make me nervous,General_Affective_Response_to_AI,161,Ipsos & World Economic Forum,Spain,ipsos_nov_2021.pdf,161,3,37
Products and services using artificial intelligence make me nervous,General_Affective_Response_to_AI,161,Ipsos & World Economic Forum,France,ipsos_nov_2021.pdf,161,3,37
Products and services using artificial intelligence make me nervous,General_Affective_Response_to_AI,161,Ipsos & World Economic Forum,Great Britain,ipsos_nov_2021.pdf,161,3,37
Products and services using artificial intelligence make me nervous,General_Affective_Response_to_AI,161,Ipsos & World Economic Forum,Hungary,ipsos_nov_2021.pdf,161,3,37
Products and services using artificial intelligence make me nervous,General_Affective_Response_to_AI,161,Ipsos & World Economic Forum,India,ipsos_nov_2021.pdf,161,3,37
Products and services using artificial intelligence make me nervous,General_Affective_Response_to_AI,161,Ipsos & World Economic Forum,Italy,ipsos_nov_2021.pdf,161,3,37
Products and services using artificial intelligence make me nervous,General_Affective_Response_to_AI,161,Ipsos & World Economic Forum,Japan,ipsos_nov_2021.pdf,161,3,37
Products and services using artificial intelligence make me nervous,General_Affective_Response_to_AI,161,Ipsos & World Economic Forum,South Korea,ipsos_nov_2021.pdf,161,3,37
Products and services using artificial intelligence make me nervous,General_Affective_Response_to_AI,161,Ipsos & World Economic Forum,Mexico,ipsos_nov_2021.pdf,161,3,37
Products and services using artificial intelligence make me nervous,General_Affective_Response_to_AI,161,Ipsos & World Economic Forum,Malaysia,ipsos_nov_2021.pdf,161,3,37
Products and services using artificial intelligence make me nervous,General_Affective_Response_to_AI,161,Ipsos & World Economic Forum,Netherlands,ipsos_nov_2021.pdf,161,3,37
Products and services using artificial intelligence make me nervous,General_Affective_Response_to_AI,161,Ipsos & World Economic Forum,Peru,ipsos_nov_2021.pdf,161,3,37
Products and services using artificial intelligence make me nervous,General_Affective_Response_to_AI,161,Ipsos & World Economic Forum,Poland,ipsos_nov_2021.pdf,161,3,37
Products and services using artificial intelligence make me nervous,General_Affective_Response_to_AI,161,Ipsos & World Economic Forum,Russia,ipsos_nov_2021.pdf,161,3,37
Products and services using artificial intelligence make me nervous,General_Affective_Response_to_AI,161,Ipsos & World Economic Forum,Saudi Arabia,ipsos_nov_2021.pdf,161,3,37
Products and services using artificial intelligence make me nervous,General_Affective_Response_to_AI,161,Ipsos & World Economic Forum,Sweden,ipsos_nov_2021.pdf,161,3,37
Products and services using artificial intelligence make me nervous,General_Affective_Response_to_AI,161,Ipsos & World Economic Forum,Turkey,ipsos_nov_2021.pdf,161,3,37
Products and services using artificial intelligence make me nervous,General_Affective_Response_to_AI,161,Ipsos & World Economic Forum,United States,ipsos_nov_2021.pdf,161,3,37
Products and services using artificial intelligence make me nervous,General_Affective_Response_to_AI,161,Ipsos & World Economic Forum,South Africa,ipsos_nov_2021.pdf,161,3,37
Products and services using artificial intelligence make me nervous,General_Affective_Response_to_AI,161,Ipsos & World Economic Forum,Global Country Average,ipsos_april_2024.pdf,161,3,37
Products and services using artificial intelligence make me nervous,General_Affective_Response_to_AI,161,Ipsos & World Economic Forum,Ireland,ipsos_april_2024.pdf,161,3,37
Products and services using artificial intelligence make me nervous,General_Affective_Response_to_AI,161,Ipsos & World Economic Forum,New Zealand,ipsos_april_2024.pdf,161,3,37
Products and services using artificial intelligence make me nervous,General_Affective_Response_to_AI,161,Ipsos & World Economic Forum,Great Britain,ipsos_april_2024.pdf,161,3,37
Products and services using artificial intelligence make me nervous,General_Affective_Response_to_AI,161,Ipsos & World Economic Forum,United States,ipsos_april_2024.pdf,161,3,37
Products and services using artificial intelligence make me nervous,General_Affective_Response_to_AI,161,Ipsos & World Economic Forum,Australia,ipsos_april_2024.pdf,161,3,37
Products and services using artificial intelligence make me nervous,General_Affective_Response_to_AI,161,Ipsos & World Economic Forum,Canada,ipsos_april_2024.pdf,161,3,37
Products and services using artificial intelligence make me nervous,General_Affective_Response_to_AI,161,Ipsos & World Economic Forum,Singapore,ipsos_april_2024.pdf,161,3,37
Products and services using artificial intelligence make me nervous,General_Affective_Response_to_AI,161,Ipsos & World Economic Forum,Sweden,ipsos_april_2024.pdf,161,3,37
Products and services using artificial intelligence make me nervous,General_Affective_Response_to_AI,161,Ipsos & World Economic Forum,South Africa,ipsos_april_2024.pdf,161,3,37
Products and services using artificial intelligence make me nervous,General_Affective_Response_to_AI,161,Ipsos & World Economic Forum,Türkiye,ipsos_april_2024.pdf,161,3,37
Products and services using artificial intelligence make me nervous,General_Affective_Response_to_AI,161,Ipsos & World Economic Forum,Thailand,ipsos_april_2024.pdf,161,3,37
Products and services using artificial intelligence make me nervous,General_Affective_Response_to_AI,161,Ipsos & World Economic Forum,Chile,ipsos_april_2024.pdf,161,3,37
Products and services using artificial intelligence make me nervous,General_Affective_Response_to_AI,161,Ipsos & World Economic Forum,India,ipsos_april_2024.pdf,161,3,37
Products and services using artificial intelligence make me nervous,General_Affective_Response_to_AI,161,Ipsos & World Economic Forum,Belgium,ipsos_april_2024.pdf,161,3,37
Products and services using artificial intelligence make me nervous,General_Affective_Response_to_AI,161,Ipsos & World Economic Forum,Switzerland,ipsos_april_2024.pdf,161,3,37
Products and services using artificial intelligence make me nervous,General_Affective_Response_to_AI,161,Ipsos & World Economic Forum,Malaysia,ipsos_april_2024.pdf,161,3,37
